"atc_name","atc_code","rxnorm_code","rxnorm_name"
"Alpha glucosidase inhibitors","A10BF","213485","miglitol 25 MG Oral Tablet [Glyset]"
"metformin and ertugliflozin","A10BD23","1992683","ertugliflozin / metformin Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","226913","repaglinide 2 MG Oral Tablet [NovoNorm]"
"metformin and dapagliflozin","A10BD15","1593069","dapagliflozin 10 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet"
"Alpha glucosidase inhibitors","A10BF","200132","acarbose 25 MG Oral Tablet"
"metformin; oral","A10BA02","368254","metformin Oral Tablet [Glucophage]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368012","alogliptin 25 MG Oral Tablet [Nesina]"
"Sulfonylureas","A10BB","25793","gliquidone"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1545667","empagliflozin 25 MG [Jardiance]"
"metformin and sulfonylureas","A10BD02","861740","glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet"
"metformin; oral","A10BA02","861021","metformin hydrochloride 625 MG Oral Tablet"
"glimepiride and pioglitazone","A10BD06","731462","glimepiride / pioglitazone Oral Tablet [Duetact]"
"Sulfonylureas","A10BB","261974","glyburide 3 MG Oral Tablet [Glycron]"
"Sulfonylureas","A10BB","153844","glimepiride 3 MG Oral Tablet [Amaryl]"
"metformin and linagliptin","A10BD11","1243034","linagliptin 2.5 MG / metformin hydrochloride 850 MG Oral Tablet"
"metformin; oral","A10BA02","861016","metformin hydrochloride 1000 MG Extended Release Oral Tablet [Glumetza]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","2200647","semaglutide Oral Tablet [Rybelsus]"
"metformin and canagliflozin","A10BD16","1810999","24 HR canagliflozin 150 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Invokamet]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","430492","nateglinide 30 MG Oral Tablet"
"Sulfonylureas","A10BB","574571","glyburide 4.5 MG [Glycron]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1189823","simvastatin 40 MG / sitagliptin 100 MG [Juvisync]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","574043","repaglinide 1 MG [NovoNorm]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","847914","exenatide 0.005 MG/ACTUAT"
"metformin and dapagliflozin","A10BD15","1593072","24 HR dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet"
"pioglitazone and alogliptin","A10BD09","1368412","alogliptin 12.5 MG / pioglitazone 30 MG [Oseni]"
"metformin and sitagliptin","A10BD07","1243835","metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet [Janumet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1242965","exenatide 3.08 MG/ML [Bydureon]"
"metformin; oral","A10BA02","583195","metformin hydrochloride 850 MG Oral Tablet [Metforming]"
"Sulfonylureas","A10BB","438506","chlorpropamide 50 MG"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858044","saxagliptin 2.5 MG Oral Tablet [Onglyza]"
"phenformin and sulfonylureas","A10BD01","246391","glyburide 2.5 MG / phenformin 25 MG Oral Tablet"
"Sulfonylureas","A10BB","105373","glipizide 5 MG Oral Tablet [Minidiab]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1189804","simvastatin 10 MG / sitagliptin 100 MG Oral Tablet"
"Alpha glucosidase inhibitors","A10BF","199149","acarbose 50 MG Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","73044","repaglinide"
"metformin; oral","A10BA02","875864","metformin hydrochloride 500 MG [Glucamet]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653625","exenatide Pen Injector [Byetta]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534821","albiglutide 100 MG/ML [Tanzeum]"
"glimepiride and rosiglitazone","A10BD04","706896","glimepiride 4 MG / rosiglitazone 8 MG Oral Tablet"
"metformin and sulfonylureas","A10BD02","371466","chlorpropamide / metformin Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","665037","sitagliptin 25 MG"
"Thiazolidinediones","A10BG","574471","rosiglitazone 4 MG [Avandia]"
"Sulfonylureas","A10BB","440287","glyburide 3.5 MG"
"Alpha glucosidase inhibitors","A10BF","368300","acarbose Oral Tablet [Precose]"
"metformin and sulfonylureas","A10BD02","861732","glipizide 2.5 MG / metformin hydrochloride 250 MG [Metaglip]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368005","alogliptin Oral Tablet"
"metformin and sulfonylureas","A10BD02","861738","glipizide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Metaglip]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1440052","lixisenatide 0.1 MG/ML"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861042","2.7 ML pramlintide acetate 1 MG/ML Pen Injector"
"Alpha glucosidase inhibitors","A10BF","205331","miglitol 100 MG Oral Tablet"
"pioglitazone and alogliptin","A10BD09","1368433","alogliptin 25 MG / pioglitazone 30 MG [Oseni]"
"metformin and empagliflozin","A10BD20","1664326","empagliflozin 5 MG / metformin hydrochloride 1000 MG Oral Tablet"
"metformin and empagliflozin","A10BD20","1862699","empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy]"
"Sulfonylureas","A10BB","4821","glipizide"
"phenformin; oral","A10BA01","637736","phenformin Oral Tablet"
"metformin and dapagliflozin","A10BD15","1593829","dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo]"
"metformin and rosiglitazone","A10BD03","806287","metformin / rosiglitazone Oral Tablet [Avandamet]"
"Sulfonylureas","A10BB","336701","gliquidone 30 MG"
"Sulfonylureas","A10BB","2404","chlorpropamide"
"metformin and empagliflozin","A10BD20","1862694","empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy]"
"Sulfonylureas","A10BB","669984","glyburide 2.5 MG [Glyburase]"
"metformin and empagliflozin","A10BD20","1862684","empagliflozin / metformin Extended Release Oral Tablet"
"metformin and pioglitazone","A10BD05","861823","metformin hydrochloride 850 MG / pioglitazone 15 MG [Actoplus Met]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653611","exenatide Injection"
"pioglitazone and alogliptin","A10BD09","1368409","alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet [Oseni]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368036","alogliptin 12.5 MG Oral Tablet [Nesina]"
"metformin and canagliflozin","A10BD16","1545153","canagliflozin / metformin Oral Tablet [Invokamet]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","1657563","pramlintide Pen Injector"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","A10BH05","linagliptin; oral"
"pioglitazone and alogliptin","A10BD09","1368403","alogliptin 12.5 MG / pioglitazone 15 MG Oral Tablet"
"metformin; oral","A10BA02","861017","metformin hydrochloride 500 MG [Glumetza]"
"metformin; oral","A10BA02","406082","metformin Oral Solution"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1100702","linagliptin 5 MG Oral Tablet"
"Sulfonylureas","A10BB","201061","glyburide 5 MG Oral Tablet [Libanil]"
"Sulfonylureas","A10BB","A10BB10","metahexamide"
"Sulfonylureas","A10BB","315648","chlorpropamide 250 MG"
"Sulfonylureas","A10BB","A10BB03","tolbutamide; oral"
"Thiazolidinediones","A10BG","565366","troglitazone 200 MG [Romozin]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534805","0.5 ML albiglutide 60 MG/ML Pen Injector [Tanzeum]"
"Sulfonamides (heterocyclic)","A10BC","563155","glymidine 500 MG [Gondafon]"
"glimepiride and pioglitazone","A10BD06","731455","glimepiride 4 MG / pioglitazone 30 MG [Duetact]"
"metformin and empagliflozin","A10BD20","1862698","empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1373462","canagliflozin Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","374648","nateglinide Oral Tablet"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1545666","empagliflozin 25 MG Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","A10BH03","saxagliptin; oral"
"metformin and sitagliptin","A10BD07","1243842","24 HR metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1598269","liraglutide 6 MG/ML Pen Injector [Saxenda]"
"phenformin and sulfonylureas","A10BD01","332810","chlorpropamide 200 MG"
"Thiazolidinediones","A10BG","373801","rosiglitazone Oral Tablet"
"metformin and canagliflozin","A10BD16","1545159","canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet]"
"Sulfonylureas","A10BB","316835","tolbutamide 250 MG"
"Sulfonylureas","A10BB","372318","gliclazide Oral Tablet"
"Sulfonylureas","A10BB","371465","chlorpropamide Oral Tablet"
"metformin and dapagliflozin","A10BD15","1593830","dapagliflozin 5 MG / metformin hydrochloride 500 MG [Xigduo]"
"Sulfonylureas","A10BB","201063","glyburide 5 MG Oral Tablet [Malix]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","389139","nateglinide 180 MG Oral Tablet"
"metformin; oral","A10BA02","861027","metformin hydrochloride 100 MG/ML Oral Solution [Riomet]"
"metformin and linagliptin","A10BD11","1243036","linagliptin 2.5 MG / metformin hydrochloride 850 MG [Jentadueto]"
"Sulfonylureas","A10BB","201058","glyburide 2.5 MG Oral Tablet [Euglucon]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653610","exenatide 2 MG"
"Sulfonylureas","A10BB","173","acetohexamide"
"Sulfonylureas","A10BB","315979","glimepiride 4 MG"
"metformin and empagliflozin","A10BD20","1862696","empagliflozin 25 MG / metformin hydrochloride 1000 MG [Synjardy]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858043","saxagliptin 2.5 MG [Onglyza]"
"Sulfonylureas","A10BB","566762","glyburide 1.25 MG [Micronase]"
"Sulfonylureas","A10BB","575377","tolbutamide 500 MG [Tol-Tab]"
"Alpha glucosidase inhibitors","A10BF","368246","miglitol Oral Tablet [Glyset]"
"Sulfonylureas","A10BB","568685","tolazamide 250 MG [Tolinase]"
"Sulfonylureas","A10BB","205830","glipizide 10 MG Oral Tablet [Glucotrol]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551304","0.5 ML dulaglutide 3 MG/ML Auto-Injector"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1534343","dapagliflozin Oral Tablet [Farxiga]"
"metformin; oral","A10BA02","330861","metformin 250 MG"
"glimepiride and rosiglitazone","A10BD04","847706","glimepiride 4 MG / rosiglitazone 4 MG [Avandaryl]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1360454","exenatide 0.01 MG/ACTUAT Pen Injector"
"Sulfonylureas","A10BB","197306","acetohexamide 250 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","475968","liraglutide"
"metformin; oral","A10BA02","105376","metformin hydrochloride 500 MG Oral Tablet [Glucamet]"
"Sulfonylureas","A10BB","316833","tolazamide 250 MG"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1189802","simvastatin / sitagliptin Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551303","dulaglutide 3 MG/ML"
"Other blood glucose lowering drugs, excl. insulins","A10BX","440358","guar gum 715 MG"
"metformin; oral","A10BA02","372804","metformin Extended Release Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","200257","repaglinide 0.5 MG Oral Tablet"
"Thiazolidinediones","A10BG","574495","pioglitazone 15 MG [Actos]"
"metformin; oral","A10BA02","1807894","Osmotic 24 HR metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","757711","vildagliptin 50 MG"
"Alpha glucosidase inhibitors","A10BF","573374","miglitol 50 MG [Glyset]"
"metformin and canagliflozin","A10BD16","1811011","24 HR canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Invokamet]"
"Sulfonylureas","A10BB","207955","tolazamide 500 MG Oral Tablet [Tolinase]"
"Sulfonylureas","A10BB","433856","24 HR gliclazide 30 MG Extended Release Oral Tablet"
"Thiazolidinediones","A10BG","574497","pioglitazone 45 MG [Actos]"
"metformin and canagliflozin","A10BD16","1545148","canagliflozin / metformin Oral Tablet"
"Thiazolidinediones","A10BG","84108","rosiglitazone"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1534823","albiglutide 100 MG/ML Pen Injector"
"metformin; oral","A10BA02","860982","metformin hydrochloride 750 MG [Glucophage]"
"Sulfonylureas","A10BB","315273","acetohexamide 250 MG"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","60548","exenatide"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1991306","0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector"
"Sulfonylureas","A10BB","205875","glyburide 2.5 MG Oral Tablet [Diabeta]"
"metformin and pioglitazone","A10BD05","899995","metformin hydrochloride 1000 MG / pioglitazone 15 MG Extended Release Oral Tablet [Actoplus Met]"
"Sulfonylureas","A10BB","564036","glyburide 2.5 MG [Calabren]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","A10BX03","nateglinide; oral"
"metformin and ertugliflozin","A10BD23","1992691","ertugliflozin 2.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Segluromet]"
"metformin and canagliflozin","A10BD16","1811002","24 HR canagliflozin 150 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","844824","glipizide 5 MG Extended Release Oral Tablet"
"Thiazolidinediones","A10BG","331478","pioglitazone 30 MG"
"Sulfonylureas","A10BB","865567","glipizide Extended Release Oral Tablet [Glucotrol]"
"metformin and saxagliptin","A10BD10","1043565","metformin hydrochloride 1000 MG / saxagliptin 2.5 MG [Kombiglyze]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","213218","repaglinide 0.5 MG Oral Tablet [Prandin]"
"metformin and sulfonylureas","A10BD02","861752","glyburide 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Glucovance]"
"glimepiride and pioglitazone","A10BD06","731463","glimepiride 2 MG / pioglitazone 30 MG Oral Tablet [Duetact]"
"Sulfonylureas","A10BB","369500","glipizide Oral Tablet [Glucotrol]"
"metformin and empagliflozin","A10BD20","1665369","empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Synjardy]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1659117","albiglutide Pen Injector [Tanzeum]"
"Sulfonylureas","A10BB","565410","glimepiride 4 MG [Amaryl]"
"Thiazolidinediones","A10BG","213041","troglitazone 300 MG Oral Tablet [Rezulin]"
"metformin; oral","A10BA02","876009","metformin hydrochloride 500 MG [Orabet Metformin]"
"Sulfonylureas","A10BB","564038","glipizide 5 MG [Minidiab]"
"Sulfonylureas","A10BB","393406","gliclazide Extended Release Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","316630","repaglinide 1 MG"
"Sulfonylureas","A10BB","332029","gliclazide 80 MG"
"metformin and rosiglitazone","A10BD03","861762","metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet [Avandamet]"
"metformin and pioglitazone","A10BD05","900002","metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861041","pramlintide acetate 0.6 MG/ML Injectable Solution [Symlin]"
"metformin and canagliflozin","A10BD16","1811012","canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet"
"saxagliptin and dapagliflozin","A10BD21","1925498","dapagliflozin 10 MG / saxagliptin 5 MG Oral Tablet"
"metformin and linagliptin","A10BD11","1796092","linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"pioglitazone and alogliptin","A10BD09","1368416","alogliptin 12.5 MG / pioglitazone 30 MG Oral Tablet [Oseni]"
"metformin and repaglinide","A10BD14","861789","metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet [PrandiMet]"
"metformin and dapagliflozin","A10BD15","1593832","dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet [Xigduo]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","A10BK05","ipragliflozin"
"Sulfonylureas","A10BB","865571","24 HR glipizide 2.5 MG Extended Release Oral Tablet [Glucotrol]"
"metformin; oral","A10BA02","860974","metformin hydrochloride 500 MG"
"metformin and sitagliptin","A10BD07","861770","metformin hydrochloride 1000 MG / sitagliptin 50 MG [Janumet]"
"Sulfonylureas","A10BB","351452","tolbutamide 500 MG Oral Tablet [Tol-Tab]"
"metformin and ertugliflozin","A10BD23","1992693","ertugliflozin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet"
"metformin and linagliptin","A10BD11","1796091","24 HR linagliptin 2.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Jentadueto]"
"Sulfonylureas","A10BB","315980","glipizide 5 MG"
"pioglitazone and alogliptin","A10BD09","1368424","alogliptin 25 MG / pioglitazone 15 MG Oral Tablet"
"metformin and canagliflozin","A10BD16","1545160","canagliflozin 50 MG"
"metformin; oral","A10BA02","428759","metformin 250 MG Oral Tablet"
"glimepiride and rosiglitazone","A10BD04","847707","glimepiride / rosiglitazone Oral Tablet [Avandaryl]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","A10BK04","ertugliflozin; oral"
"Sulfonylureas","A10BB","A10BB12","glimepiride; oral"
"metformin and sitagliptin","A10BD07","1243827","24 HR metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","A10BX01","guar gum"
"Thiazolidinediones","A10BG","332435","pioglitazone 15 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","574958","nateglinide 120 MG [Starlix]"
"Sulfonylureas","A10BB","542030","chlorpropamide 250 MG [Insulase]"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1545668","empagliflozin 25 MG Oral Tablet [Jardiance]"
"metformin and linagliptin","A10BD11","1243029","linagliptin 2.5 MG / metformin hydrochloride 500 MG [Jentadueto]"
"metformin and ertugliflozin","A10BD23","1992688","ertugliflozin / metformin Oral Tablet [Segluromet]"
"metformin and saxagliptin","A10BD10","1043584","metformin hydrochloride 500 MG / saxagliptin 5 MG Extended Release Oral Tablet [Kombiglyze]"
"glimepiride and rosiglitazone","A10BD04","847720","glimepiride 2 MG / rosiglitazone 8 MG Oral Tablet [Avandaryl]"
"Sulfonylureas","A10BB","368696","acetohexamide Oral Tablet [Dymelor]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","665043","sitagliptin 50 MG [Januvia]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","486505","pramlintide Injectable Solution"
"metformin; oral","A10BA02","860985","metformin hydrochloride 750 MG Extended Release Oral Tablet [Glucophage]"
"Sulfonylureas","A10BB","197737","glyburide 1.25 MG Oral Tablet"
"Sulfonylureas","A10BB","315107","24 HR glipizide 10 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","315988","glyburide 1.5 MG"
"Sulfonylureas","A10BB","368204","glyburide Oral Tablet [Glycron]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1368019","alogliptin 6.25 MG [Nesina]"
"Sulfonylureas","A10BB","430104","glyburide 1 MG Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","1360096","pramlintide acetate 1 MG/ML Pen Injector [Symlin]"
"metformin and canagliflozin","A10BD16","1810997","24 HR canagliflozin 150 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"metformin and sitagliptin","A10BD07","861819","metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet"
"metformin and pioglitazone","A10BD05","861783","metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1803891","lixisenatide 0.05 MG/ML Pen Injector [Adlyxin]"
"metformin and sitagliptin","A10BD07","1243845","metformin hydrochloride 1000 MG / sitagliptin 50 MG Extended Release Oral Tablet [Janumet]"
"pioglitazone and alogliptin","A10BD09","1368401","alogliptin / pioglitazone Oral Tablet"
"Sulfonylureas","A10BB","380849","glimepiride 3 MG"
"Sodium-glucose co-transporter 2 (SGLT2) inhibitors","A10BK","1488574","dapagliflozin 5 MG Oral Tablet"
"Alpha glucosidase inhibitors","A10BF","A10BF01","acarbose; oral"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1440056","lixisenatide 0.05 MG/ML"
"Sulfonylureas","A10BB","379572","glyburide Oral Tablet [Libanil]"
"metformin; oral","A10BA02","406257","metformin Oral Solution [Riomet]"
"Sulfonylureas","A10BB","4815","glyburide"
"Thiazolidinediones","A10BG","153722","troglitazone 200 MG Oral Tablet [Romozin]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","393408","nateglinide 180 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","476731","guar gum 3000 MG Chewable Tablet"
"metformin and linagliptin","A10BD11","1243033","linagliptin 2.5 MG / metformin hydrochloride 500 MG Oral Tablet [Jentadueto]"
"Sulfonylureas","A10BB","310537","glyburide 5 MG Oral Tablet"
"pioglitazone and alogliptin","A10BD09","1368434","alogliptin / pioglitazone Oral Tablet [Oseni]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1990870","exenatide 2.35 MG/ML Auto-Injector"
"metformin and pioglitazone","A10BD05","577093","metformin / pioglitazone Oral Tablet"
"Sulfonylureas","A10BB","542031","chlorpropamide Oral Tablet [Insulase]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","476734","guar gum Chewable Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1598265","liraglutide 6 MG/ML [Saxenda]"
"Sulfonylureas","A10BB","316834","tolazamide 500 MG"
"Alpha glucosidase inhibitors","A10BF","316304","miglitol 100 MG"
"metformin and sulfonylureas","A10BD02","861755","glyburide 5 MG / metformin hydrochloride 500 MG [Glucovance]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","1657565","pramlintide Pen Injector [Symlin]"
"sitagliptin and ertugliflozin","A10BD24","1992836","ertugliflozin 5 MG / sitagliptin 100 MG [Steglujan]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1189818","simvastatin 10 MG / sitagliptin 100 MG Oral Tablet [Juvisync]"
"Thiazolidinediones","A10BG","386116","troglitazone Oral Tablet [Romozin]"
"linagliptin and empagliflozin","A10BD19","1602120","empagliflozin 25 MG / linagliptin 5 MG Oral Tablet [Glyxambi]"
"metformin and canagliflozin","A10BD16","1811010","24 HR canagliflozin 50 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet"
"Sulfonylureas","A10BB","368586","tolbutamide Oral Tablet [Tol-Tab]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","858042","saxagliptin 2.5 MG Oral Tablet"
"Other blood glucose lowering drugs, excl. insulins","A10BX","375121","guar gum Oral Suspension"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","2200653","semaglutide 3 MG [Rybelsus]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","A10BJ06","semaglutide; systemic"
"Sulfonylureas","A10BB","565673","glyburide 5 MG [Euglucon]"
"Sulfonylureas","A10BB","368714","chlorpropamide Oral Tablet [Diabinese]"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1359802","exenatide 0.005 MG/ACTUAT Pen Injector [Byetta]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","665034","sitagliptin 100 MG [Januvia]"
"Sulfonylureas","A10BB","372320","glipizide Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551302","dulaglutide 1.5 MG/ML Auto-Injector [Trulicity]"
"Sulfonylureas","A10BB","A10BB02","chlorpropamide; oral"
"Sulfonylureas","A10BB","198294","tolbutamide 500 MG Oral Tablet"
"phenformin and sulfonylureas","A10BD01","371467","chlorpropamide / phenformin Oral Tablet"
"glimepiride and rosiglitazone","A10BD04","847712","glimepiride 2 MG / rosiglitazone 4 MG Oral Tablet [Avandaryl]"
"Dipeptidyl peptidase 4 (DPP-4) inhibitors","A10BH","1100699","linagliptin"
"metformin and canagliflozin","A10BD16","1810998","canagliflozin / metformin Extended Release Oral Tablet [Invokamet]"
"metformin and pioglitazone","A10BD05","861824","metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met]"
"Sulfonylureas","A10BB","316836","tolbutamide 500 MG"
"metformin and dapagliflozin","A10BD15","1592722","dapagliflozin 10 MG / metformin hydrochloride 1000 MG [Xigduo]"
"Sulfonylureas","A10BB","438376","carbutamide 500 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861043","2.7 ML pramlintide acetate 1 MG/ML Pen Injector [Symlin]"
"Alpha glucosidase inhibitors","A10BF","573373","miglitol 25 MG [Glyset]"
"metformin; oral","A10BA02","316255","metformin 1000 MG"
"Sulfonylureas","A10BB","565668","glyburide 2.5 MG [Semi-Daonil]"
"Other blood glucose lowering drugs, excl. insulins","A10BX","861044","1.5 ML pramlintide acetate 1 MG/ML Pen Injector"
"metformin and dapagliflozin","A10BD15","1593073","dapagliflozin 5 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet"
"Sulfonamides (heterocyclic)","A10BC","358840","glymidine 500 MG"
"Sulfonylureas","A10BB","574090","glyburide 6 MG [Glycron]"
"Sulfonylureas","A10BB","201060","glyburide 2.5 MG Oral Tablet [Diabetamide]"
"Sulfonylureas","A10BB","332808","chlorpropamide 125 MG"
"Other blood glucose lowering drugs, excl. insulins","A10BX","102851","guar gum 25 MG/ML Oral Suspension"
"metformin and pioglitazone","A10BD05","861822","metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet"
"metformin; oral","A10BA02","861018","Modified 24 HR metformin hydrochloride 500 MG Extended Release Oral Tablet [Glumetza]"
"Sulfonylureas","A10BB","1361493","glimepiride 6 MG Oral Tablet"
"metformin; oral","A10BA02","361841","metformin Oral Tablet [Orabet Metformin]"
"metformin and dapagliflozin","A10BD15","1593058","24 HR dapagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1551292","dulaglutide 1.5 MG/ML"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","897124","liraglutide 6 MG/ML [Victoza]"
"metformin; oral","A10BA02","861004","metformin hydrochloride 1000 MG Oral Tablet"
"Thiazolidinediones","A10BG","430343","rosiglitazone 1 MG Oral Tablet"
"Glucagon-like peptide-1 (GLP-1) analogues","A10BJ","1653600","liraglutide Pen Injector [Saxenda]"
