ATC_NAME,ATC_CODE,ATC_TYPE,RXNORM_NAME,RXNORM_CODE,RXNORM_TYPE,MEDICATION_CLASS
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine / scopolamine Oral Solution,757216,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Oral Solution [Histadec],756616,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / pseudoephedrine Oral Solution [Histalet],756534,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / dihydrocodeine / phenylephrine Oral Solution [Baltussin],756621,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / codeine / phenylephrine / potassium iodide Oral Solution,756671,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / codeine / phenylephrine / potassium iodide Oral Solution [Demi-Cof],756672,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyproheptadine Oral Solution [Periactin],756551,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / phenylephrine Oral Solution [HIST-HC],756704,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 100 MG Rectal Suppository [Tebamide],860928,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 3 MG/ML Oral Solution [ZHist],857732,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine fumarate 0.134 MG/ML Oral Solution [Tavist],857432,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine fumarate 1.34 MG / phenylpropanolamine hydrochloride 75 MG Oral Tablet,857457,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine fumarate 1.34 MG / phenylpropanolamine 75 MG [Allerhist-D],857402,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine fumarate 1.34 MG Oral Tablet [Allerhist-1],857434,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine fumarate 1.34 MG [Contac 12 Hour Allergy],857417,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine fumarate 2.68 MG Oral Tablet [Tavist],857463,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,levocetirizine dihydrochloride 0.5 MG/ML,855167,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,levocetirizine dihydrochloride 0.5 MG/ML Oral Solution,855168,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / phenylephrine Oral Tablet [Brovex PB],804581,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,atropine / chlorpheniramine / hyoscyamine / pseudoephedrine / scopolamine Oral Tablet,861141,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Hyphen-HD],857762,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 100 MG Rectal Suppository [Tigan Pediatric],860743,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 100 MG [Tebamide],860927,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 200 MG Rectal Suppository [Triban],860945,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 200 MG [Ti-Plex],860942,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,benzocaine 0.02 MG/MG / trimethobenzamide hydrochloride 200 MG [Trimazide],860946,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Hydrocof-HC],859016,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution,860569,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [Hydro-PC II],857845,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Atuss HD],857853,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,levocetirizine dihydrochloride 5 MG Oral Tablet [Xyzal],855174,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Oral Tablet [Allerest PE],832858,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / dextromethorphan Oral Suspension,748360,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine / pseudoephedrine Extended Release Oral Tablet,808677,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / hydrocodone / pseudoephedrine Oral Solution [M-End Reformulated Oct 2008],808055,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / pseudoephedrine Extended Release Oral Capsule [Atuss HD Extended Release],808029,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine / phenylpropanolamine Extended Release Oral Capsule,809128,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine / phenylephrine Chewable Tablet [Aldex CT],824913,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / guaifenesin / phenylephrine Oral Solution,827756,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cyclizine Chewable Tablet [Bonine For Kids],831847,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / pseudoephedrine Oral Solution [Uni-Hist Drops],831729,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine polistirex 4 MG / hydrocodone polistirex 5 MG Extended Release Oral Capsule,857511,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Extended Release Oral Capsule [Dallergy-JR Reformulated Feb 2009],831864,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [KG-Dal HD],857766,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / methscopolamine Extended Release Oral Tablet [Allerx DF AM],847168,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,methscopolamine / pseudoephedrine Extended Release Oral Tablet [AlleRx AM],847514,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR chlorpheniramine polistirex 4 MG / hydrocodone polistirex 5 MG Extended Release Oral Capsule,857510,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR clemastine fumarate 1.34 MG Extended Release Oral Tablet [Contac 12 Hour Allergy],857421,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution [M-End Max],857597,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / methscopolamine Oral Solution,855175,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,857734,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Endagen-HD],857748,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.334 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution [Hydrocodone HD],857760,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / pseudoephedrine Oral Solution [Accuhist Drops Reformulated Sep 2008],807433,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / phenylephrine Oral Solution [MINTUSS HC Reformulated Feb 2009],831710,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,tripelennamine Oral Tablet [PBZ],369224,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,phenylephrine / promethazine Oral Solution,375910,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,phloroglucinol / trimethobenzamide Oral Tablet,452388,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,pyrilamine Oral Capsule,451289,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,pyrilamine Oral Solution,451287,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,pyrilamine Oral Tablet,373713,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,promethazine Rectal Suppository,373632,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / pseudoephedrine Extended Release Oral Capsule [Respahist],367042,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylpropanolamine Extended Release Oral Capsule [Teldrin],367040,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,terfenadine Oral Tablet [Terfenor],385944,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,bamipine Oral Capsule,437740,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,trimeprazine Oral Tablet [Vallergan],369549,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,methapyrilene Oral Capsule,446378,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,clemastine / phenylpropanolamine Extended Release Oral Tablet [Tavist-D],370177,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,thiethylperazine Injectable Solution,374098,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,thiethylperazine Rectal Suppository,374099,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine Extended Release Oral Tablet,376346,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine Oral Solution [Palgic],406144,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbinoxamine Oral Tablet,371277,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chloropyramine Injectable Solution,371402,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,caramiphen / chlorpheniramine / isopropamide / phenylpropanolamine Extended Release Oral Capsule,485904,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine / hydrocodone / phenylephrine Oral Solution [Zotex HC],748072,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,trimeprazine Oral Tablet [Temaril],368434,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexbrompheniramine Oral Tablet,376212,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine Oral Solution [Diphenyl],364105,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine Oral Tablet [Diphedryl],369209,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine Oral Tablet [Genahist],369205,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine Oral Tablet [Uni-Hist],369195,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dextromethorphan / phenylephrine Oral Solution,373386,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,guaifenesin / phenylephrine Extended Release Oral Tablet,373391,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,ketotifen Extended Release Oral Tablet,440484,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,ketotifen Oral Capsule [Zaditen],385764,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,caramiphen edisylate 20 MG / chlorpheniramine maleate 8 MG / isopropamide iodide 2.5 MG / phenylpropanolamine hydrochloride 50 MG Extended Release Oral Capsule,2264350,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine Oral Tablet [Ru-Vert-M],368888,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,doxylamine succinate 25 MG Oral Tablet [Nocto],2257285,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine Oral Tablet [Medivert],368886,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine / dextromethorphan / pseudoephedrine Oral Suspension,379224,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine / guaifenesin / pseudoephedrine Oral Solution,392924,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine Extended Release Oral Tablet,371744,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine Oral Tablet [Polaramine],369179,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,fexofenadine Oral Capsule [Allegra],366394,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,isothipendyl Extended Release Oral Capsule,372520,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,epinastine Delayed Release Oral Tablet,372028,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,levocetirizine Oral Tablet,402343,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meperidine / promethazine Oral Capsule [Meprozine],366243,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbetapentane / chlorpheniramine Oral Suspension [Tannic-12 S],365920,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexbrompheniramine / guaifenesin / pseudoephedrine Oral Solution,375426,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,atropine / chlorpheniramine / hyoscyamine / pseudoephedrine / scopolamine Extended Release Oral Tablet,692718,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / phenylephrine Oral Suspension [Bromaphedrine],643423,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Z-Cof HC],647370,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine / dextromethorphan / phenylephrine Oral Suspension,647206,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / clemastine / phenylpropanolamine Oral Tablet,654324,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / doxylamine / salicylamide Oral Tablet,647866,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Oral Suspension [Pediatan D],657063,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / hydrocodone / pseudoephedrine Oral Suspension,665112,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / pseudoephedrine Oral Suspension,665109,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,fexofenadine Oral Suspension,670106,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbetapentane / chlorpheniramine / ephedrine / phenylephrine Oral Suspension,374714,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexbrompheniramine / dextromethorphan / phenylephrine / pyrilamine Oral Suspension,686515,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / methscopolamine / phenylpropanolamine Extended Release Oral Capsule,619043,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine Oral Tablet [Teldrin HBP],701432,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dextromethorphan / doxylamine Oral Solution [Nyquil Cough],702276,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine / phenylephrine Chewable Tablet [Pediatex CT],701657,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine / pseudoephedrine Oral Suspension [Bi-Tann DP],702183,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,doxylamine Oral Solution,706842,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / phenylpropanolamine Oral Solution [Bromaline],705983,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [M-End],706007,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Oral Suspension [Allerx Suspension Reformulated Jul 2007],724241,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine Oral Solution [Uni-Hist],364612,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,loratadine Chewable Tablet [Claritin],668468,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbetapentane / chlorpheniramine Oral Suspension [Tannihist 12 RF],544209,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbetapentane / chlorpheniramine Oral Suspension [Tussizone-12 RF],366122,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,carbetapentane / chlorpheniramine Oral Tablet [Tussizone-12 RF],368583,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acrivastine Oral Tablet,370780,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / diphenhydramine / pseudoephedrine Oral Capsule,562602,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / dexchlorpheniramine / pseudoephedrine Oral Tablet,539830,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Oral Suspension [Ricobid],544303,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylpropanolamine Extended Release Oral Capsule [Orabid],541824,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,cetirizine Chewable Tablet [Zyrtec],541029,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / pseudoephedrine Oral Solution [Cordron HC],546329,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine Oral Tablet,644179,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,promethazine Rectal Suppository [Phenadoz],541160,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexbrompheniramine / dextromethorphan / phenylephrine Oral Tablet,628822,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,aspirin / chlorpheniramine / pseudoephedrine Oral Powder,578946,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,acetaminophen / diphenhydramine / phenylephrine Oral Tablet,602581,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / hydrocodone / phenylephrine Oral Solution [FluTuss HC],604440,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / phenylephrine Extended Release Oral Capsule [Rhinabid PD],602809,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,brompheniramine / phenylephrine Oral Solution [VaZol D],604945,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / hydrocodone / phenylephrine Oral Solution [Uni-Tricof HC],604900,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Extended Release Oral Tablet [Relera],603125,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,diphenhydramine / pseudoephedrine Disintegrating Oral Tablet [Benadryl Allergy Sinus],608658,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine / phenylephrine Oral Tablet [Ny-Tannic],617903,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine Oral Suspension [TanaHist-PD],746676,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine Oral Suspension [Ed ChlorPed],544221,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,dexchlorpheniramine tannate 0.4 MG/ML,2173949,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 0.125 MG/ML,2178927,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,trimeprazine,10825,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR dexchlorpheniramine maleate 6 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Tablet [Rescon-MX Reformulated Jan 2010],2181521,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR chlorpheniramine maleate 12 MG / methscopolamine nitrate 1.25 MG / phenylephrine hydrochloride 40 MG Extended Release Oral Tablet,2184133,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR dexchlorpheniramine maleate 3.5 MG / methscopolamine nitrate 1 MG / pseudoephedrine hydrochloride 45 MG Extended Release Oral Tablet,2184171,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,meclizine hydrochloride 25 MG Oral Tablet [Dramamine Nausea Relief],2110527,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG / phenylephrine hydrochloride 25 MG Extended Release Oral Tablet,2119484,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,{1 (118 ML) (chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution) / 1 (118 ML) (dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution) } Pack,2119625,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,12 HR chlorpheniramine maleate 8 MG / methscopolamine nitrate 2.5 MG / phenylephrine hydrochloride 25 MG Extended Release Oral Tablet,2119482,RxNorm,Antihistamines (H1)
ANTIHISTAMINES FOR SYSTEMIC USE,R06,ATC,chlorpheniramine maleate 4 MG / pseudoephedrine hydrochloride 60 MG [Chlor-Trimeton Allergy Decongestant SR],2171397,RxNorm,Antihistamines (H1)
