,PASC Name Simple,HD Domain (Defined by Nature paper),CCSR CATEGORY 1,CCSR CATEGORY 1 DESCRIPTION,ICD-10-CM,ICD-10-CM Code Description,Organ Domain,Original CCSR Domain
1060,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.37X1,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1061,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.37X2,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1062,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.37X3,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1063,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.37X9,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1064,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1065,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E10.4,Type 1 diabetes mellitus with neurological complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1066,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E10.40,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1067,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1068,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1069,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E10.43,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1070,Diabetes mellitus,Diseases of the Nervous System,END003,Diabetes mellitus with complication,E10.44,Type 1 diabetes mellitus with diabetic amyotrophy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1071,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.49,Type 1 diabetes mellitus with other diabetic neurological complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1072,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E10.5,Type 1 diabetes mellitus with circulatory complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1073,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.59,Type 1 diabetes mellitus with other circulatory complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1074,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E10.6,Type 1 diabetes mellitus with other specified complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1075,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E10.61,Type 1 diabetes mellitus with diabetic arthropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1076,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1077,Diabetes mellitus,Diseases of the Musculoskeletal System and Connective Tissue,END003,Diabetes mellitus with complication,E10.618,Type 1 diabetes mellitus with other diabetic arthropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1078,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,,Diabetes mellitus with complication,E10.62,Type 1 diabetes mellitus with skin complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1079,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E10.620,Type 1 diabetes mellitus with diabetic dermatitis,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1080,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E10.621,Type 1 diabetes mellitus with foot ulcer,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1081,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E10.622,Type 1 diabetes mellitus with other skin ulcer,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1082,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,END003,Diabetes mellitus with complication,E10.628,Type 1 diabetes mellitus with other skin complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1083,Diabetes mellitus,Diseases of the Skin and Subcutaneous Tissue,,Diabetes mellitus with complication,E10.63,Type 1 diabetes mellitus with oral complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1084,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.630,Type 1 diabetes mellitus with periodontal disease,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1085,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.638,Type 1 diabetes mellitus with other oral complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1086,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E10.64,Type 1 diabetes mellitus with hypoglycemia,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1087,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E10.640,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1088,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.641,Type 1 diabetes mellitus with hypoglycemia with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1089,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.649,Type 1 diabetes mellitus with hypoglycemia without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1090,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.65,Type 1 diabetes mellitus with hyperglycemia,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1091,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.69,Type 1 diabetes mellitus with other specified complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1092,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E10.8,Type 1 diabetes mellitus with unspecified complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1093,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END002,Diabetes mellitus with complication,E10.9,Type 1 diabetes mellitus without complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1094,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.0,Type 2 diabetes mellitus with hyperosmolarity,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1095,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.00,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1096,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.01,Type 2 diabetes mellitus with hyperosmolarity with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1097,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.1,Type 2 diabetes mellitus with ketoacidosis,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1098,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.10,Type 2 diabetes mellitus with ketoacidosis without coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1099,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.11,Type 2 diabetes mellitus with ketoacidosis with coma,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1100,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.2,Type 2 diabetes mellitus with kidney complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1101,Diabetes mellitus,Diseases of the Genitourinary System,END003,Diabetes mellitus with complication,E11.21,Type 2 diabetes mellitus with diabetic nephropathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1102,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1103,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",END003,Diabetes mellitus with complication,E11.29,Type 2 diabetes mellitus with other diabetic kidney complication,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1104,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.3,Type 2 diabetes mellitus with ophthalmic complications,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1105,Diabetes mellitus,"Endocrine, Nutritional and Metabolic Diseases",,Diabetes mellitus with complication,E11.31,Type 2 diabetes mellitus with unspecified diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1106,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1107,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1108,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.32,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1109,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1110,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1111,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1112,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1113,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1114,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1115,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1116,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1117,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3293,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1118,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3299,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1119,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.33,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1120,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1121,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3311,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1122,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1123,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3313,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1124,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3319,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1125,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1126,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3391,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1127,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3392,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1128,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3393,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1129,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3399,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1130,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.34,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1131,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1132,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1133,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3412,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1134,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3413,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1135,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1136,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1137,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1138,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1139,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1140,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1141,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.35,Type 2 diabetes mellitus with proliferative diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1142,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1143,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1144,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1145,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1146,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1147,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.352,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1148,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1149,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1150,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1151,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1152,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.353,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1153,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1154,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1155,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1156,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1157,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.354,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1158,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1159,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1160,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1161,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1162,Diabetes mellitus,Diseases of the Eye and Adnexa,,Diabetes mellitus with complication,E11.355,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,"Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
1163,Diabetes mellitus,Diseases of the Eye and Adnexa,END003,Diabetes mellitus with complication,E11.3551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye","Endocrine, Nutritional and Metabolic Diseases","Endocrine, Nutritional and Metabolic Diseases"
